user_id,state,age,gender,caste,residential,annual_salary,occupation,minority,marital_status,disability
12048,Bihar,47,Other,OBC,Rural,61647,Farmer,No,Married,Yes
12049,Rajasthan,36,Male,SC,Rural,160217,Farmer,Yes,Married,No
12050,Andhra Pradesh,24,Other,SC,Urban,1205980,Employed,No,Married,Yes
12051,Rajasthan,54,Other,ST,Rural,80061,Farmer,No,Married,No
12052,Uttar Pradesh,30,Female,ST,Urban,61048,Self-employed,No,Widowed,Yes
12053,Andhra Pradesh,63,Female,SC,Urban,871075,Employed,No,Married,Yes
12054,Telangana,30,Female,OBC,Urban,1818812,Employed,No,Widowed,Yes
12055,Rajasthan,38,Other,SC,Rural,116137,Farmer,No,Married,No
12056,Andhra Pradesh,53,Male,OBC,Urban,1527900,Employed,No,Married,No
12057,Maharashtra,51,Other,SC,Rural,35694,Farmer,No,Married,Yes
12058,Madhya Pradesh,34,Male,ST,Rural,165802,Farmer,No,Married,Yes
12059,Maharashtra,52,Female,ST,Rural,2136598,Employed,No,Married,Yes
12060,Maharashtra,52,Other,General,Urban,278050,Employed,No,Married,No
12061,Rajasthan,24,Male,ST,Urban,93642,Farmer,No,Married,No
12062,Telangana,26,Male,SC,Rural,1516129,Employed,No,Married,No
12063,Telangana,46,Other,SC,Rural,128258,Daily Wage Worker,Yes,Married,Yes
12064,Maharashtra,38,Other,General,Urban,1213304,Employed,No,Married,Yes
12065,Bihar,42,Male,ST,Rural,132813,Farmer,No,Widowed,Yes
12066,Bihar,30,Male,SC,Rural,16344,Farmer,Yes,Widowed,Yes
12067,Telangana,46,Male,ST,Rural,105400,Farmer,Yes,Married,No
12068,Rajasthan,36,Other,OBC,Urban,1297663,Employed,No,Married,No
12069,Maharashtra,55,Female,SC,Urban,556090,Employed,No,Married,No
12070,Uttar Pradesh,38,Other,General,Urban,950580,Employed,No,Married,Yes
12071,Maharashtra,53,Other,OBC,Rural,97093,Farmer,No,Married,Yes
12072,Andhra Pradesh,44,Other,OBC,Urban,396982,Self-employed,No,Married,No
12073,Bihar,69,Male,SC,Rural,134837,Farmer,No,Married,Yes
12074,Bihar,59,Male,ST,Rural,54770,Farmer,No,Married,Yes
12075,Maharashtra,52,Other,ST,Rural,72260,Farmer,No,Married,No
12076,Bihar,22,Female,General,Urban,70681,Farmer,No,Married,Yes
12077,Bihar,33,Other,General,Urban,804559,Employed,No,Married,Yes
12078,Uttar Pradesh,60,Male,OBC,Rural,68170,Farmer,No,Married,No
12079,Uttar Pradesh,28,Male,SC,Rural,44249,Farmer,No,Married,Yes
12080,Bihar,52,Male,OBC,Rural,209139,Employed,No,Married,Yes
12081,Rajasthan,28,Other,SC,Urban,383880,Self-employed,No,Married,No
12082,Rajasthan,34,Female,OBC,Urban,862030,Self-employed,No,Married,No
12083,Rajasthan,60,Male,General,Rural,1328569,Employed,No,Married,No
12084,Telangana,33,Male,OBC,Urban,210769,Employed,No,Married,No
12085,Maharashtra,56,Male,General,Urban,2186596,Employed,No,Married,Yes
12086,Uttar Pradesh,57,Female,SC,Urban,205863,Daily Wage Worker,No,Married,Yes
12087,Madhya Pradesh,47,Male,ST,Rural,37276,Farmer,No,Married,No
12088,Andhra Pradesh,27,Other,General,Rural,34473,Student,No,Unmarried,Yes
12089,Rajasthan,29,Male,OBC,Urban,963933,Employed,No,Married,No
12090,Telangana,51,Male,ST,Rural,132918,Farmer,No,Married,No
12091,Telangana,68,Male,General,Rural,93548,Farmer,No,Married,No
12092,Uttar Pradesh,48,Female,OBC,Urban,540572,Self-employed,No,Married,Yes
12093,Maharashtra,63,Female,OBC,Rural,202125,Farmer,No,Married,No
12094,Maharashtra,18,Male,ST,Urban,921992,Self-employed,No,Married,Yes
12095,Rajasthan,52,Other,OBC,Urban,86188,Daily Wage Worker,No,Married,Yes
12096,Madhya Pradesh,53,Female,SC,Urban,1512426,Employed,No,Unmarried,No
12097,Uttar Pradesh,24,Female,SC,Rural,95702,Farmer,No,Married,Yes
12098,Maharashtra,30,Male,OBC,Rural,501861,Self-employed,No,Widowed,No
12099,Madhya Pradesh,21,Other,ST,Rural,9151,Farmer,No,Married,No
12100,Rajasthan,35,Female,OBC,Rural,138351,Farmer,No,Married,No
12101,Rajasthan,63,Male,General,Urban,1062153,Employed,No,Married,Yes
12102,Uttar Pradesh,57,Male,ST,Rural,19719,Farmer,Yes,Married,Yes
12103,Andhra Pradesh,34,Male,ST,Rural,43757,Farmer,No,Married,Yes
12104,Uttar Pradesh,57,Female,SC,Rural,96888,Farmer,No,Married,Yes
12105,Andhra Pradesh,35,Other,SC,Rural,115382,Farmer,Yes,Widowed,No
12106,Uttar Pradesh,52,Male,OBC,Urban,677170,Employed,No,Married,Yes
12107,Madhya Pradesh,30,Other,General,Rural,135195,Daily Wage Worker,No,Widowed,Yes
12108,Telangana,24,Male,ST,Rural,140323,Farmer,No,Married,Yes
12109,Madhya Pradesh,45,Female,SC,Rural,81944,Farmer,Yes,Married,No
12110,Telangana,59,Female,General,Rural,1753735,Employed,No,Married,No
12111,Rajasthan,52,Female,General,Rural,268631,Employed,No,Married,Yes
12112,Madhya Pradesh,49,Other,General,Rural,77868,Farmer,No,Married,Yes
12113,Telangana,50,Male,General,Urban,682033,Self-employed,No,Married,No
12114,Telangana,24,Female,SC,Rural,183528,Farmer,No,Married,Yes
12115,Telangana,30,Other,ST,Rural,92787,Farmer,No,Widowed,Yes
12116,Madhya Pradesh,20,Male,ST,Rural,85804,Farmer,No,Married,No
12117,Andhra Pradesh,56,Other,ST,Rural,70320,Farmer,No,Married,No
12118,Rajasthan,25,Other,OBC,Rural,92775,Farmer,No,Married,No
12119,Rajasthan,37,Other,OBC,Rural,658749,Self-employed,No,Married,Yes
12120,Andhra Pradesh,45,Male,ST,Urban,1305557,Employed,No,Married,Yes
12121,Andhra Pradesh,63,Male,OBC,Rural,97595,Farmer,No,Married,Yes
12122,Maharashtra,21,Other,OBC,Rural,619501,Self-employed,No,Married,No
12123,Uttar Pradesh,37,Female,ST,Rural,83186,Farmer,Yes,Married,Yes
12124,Maharashtra,23,Female,SC,Rural,210352,Farmer,No,Married,Yes
12125,Madhya Pradesh,41,Male,General,Urban,1365156,Employed,No,Unmarried,Yes
12126,Uttar Pradesh,30,Male,OBC,Urban,477898,Employed,No,Widowed,No
12127,Rajasthan,53,Other,OBC,Rural,114477,Farmer,No,Married,No
12128,Uttar Pradesh,52,Female,ST,Urban,73424,Farmer,No,Married,No
12129,Rajasthan,29,Other,General,Rural,67257,Daily Wage Worker,No,Married,Yes
12130,Bihar,55,Other,OBC,Rural,3595,Farmer,No,Married,No
12131,Telangana,52,Male,OBC,Rural,111162,Daily Wage Worker,No,Widowed,No
12132,Rajasthan,62,Female,SC,Rural,149499,Farmer,No,Married,No
12133,Maharashtra,21,Male,SC,Rural,1832727,Employed,No,Married,Yes
12134,Andhra Pradesh,21,Other,ST,Rural,144234,Farmer,No,Married,Yes
12135,Rajasthan,53,Female,ST,Urban,1590867,Employed,No,Married,Yes
12136,Maharashtra,25,Male,ST,Rural,79491,Farmer,No,Married,No
12137,Bihar,59,Male,SC,Rural,75591,Farmer,No,Unmarried,No
12138,Andhra Pradesh,34,Other,SC,Rural,201018,Daily Wage Worker,No,Married,No
12139,Uttar Pradesh,59,Other,OBC,Rural,420499,Employed,No,Married,Yes
12140,Maharashtra,51,Other,OBC,Rural,8607,Farmer,No,Married,No
12141,Andhra Pradesh,57,Other,ST,Rural,79185,Farmer,No,Married,Yes
12142,Andhra Pradesh,27,Female,SC,Rural,166612,Farmer,No,Married,No
12143,Rajasthan,55,Other,SC,Rural,78642,Farmer,No,Married,No
12144,Rajasthan,58,Female,SC,Rural,159082,Farmer,No,Married,Yes
12145,Telangana,70,Other,ST,Rural,106887,Farmer,No,Married,No
12146,Bihar,18,Male,General,Rural,30412,Farmer,No,Married,Yes
12147,Maharashtra,38,Male,ST,Urban,1012114,Employed,No,Widowed,No
12148,Maharashtra,61,Male,SC,Urban,81010,Farmer,Yes,Married,Yes
12149,Maharashtra,64,Male,SC,Urban,1737607,Employed,No,Widowed,Yes
12150,Maharashtra,18,Female,ST,Rural,52310,Farmer,No,Married,Yes
12151,Andhra Pradesh,29,Other,SC,Rural,56821,Farmer,No,Married,Yes
12152,Madhya Pradesh,66,Male,OBC,Urban,87633,Farmer,No,Married,Yes
12153,Rajasthan,53,Female,ST,Rural,26982,Farmer,Yes,Widowed,No
12154,Uttar Pradesh,22,Male,SC,Urban,692559,Self-employed,Yes,Married,Yes
12155,Andhra Pradesh,26,Female,SC,Rural,710871,Self-employed,No,Married,No
12156,Maharashtra,27,Female,SC,Rural,115400,Farmer,No,Married,No
12157,Madhya Pradesh,67,Other,OBC,Rural,79543,Farmer,No,Unmarried,No
12158,Telangana,45,Male,General,Urban,1012360,Employed,No,Married,Yes
12159,Telangana,31,Female,OBC,Urban,919429,Government Employee,No,Married,Yes
12160,Bihar,52,Male,OBC,Rural,119152,Farmer,No,Married,Yes
12161,Maharashtra,46,Other,SC,Urban,2225160,Employed,No,Married,Yes
12162,Madhya Pradesh,44,Male,ST,Urban,1376032,Employed,No,Married,Yes
12163,Madhya Pradesh,44,Female,SC,Urban,1458439,Employed,No,Widowed,No
12164,Rajasthan,21,Other,ST,Rural,102378,Farmer,No,Married,No
12165,Bihar,48,Male,ST,Rural,117158,Farmer,No,Married,Yes
12166,Uttar Pradesh,20,Female,ST,Rural,83864,Farmer,No,Married,No
12167,Telangana,46,Female,ST,Urban,1088138,Employed,No,Married,No
12168,Rajasthan,62,Female,ST,Urban,108697,Employed,No,Married,Yes
12169,Andhra Pradesh,44,Female,General,Urban,102072,Daily Wage Worker,No,Married,Yes
12170,Andhra Pradesh,39,Male,ST,Rural,92892,Farmer,Yes,Married,No
12171,Madhya Pradesh,40,Female,SC,Rural,7551,Farmer,No,Married,Yes
12172,Telangana,58,Female,OBC,Rural,79478,Farmer,No,Married,No
12173,Madhya Pradesh,43,Female,General,Urban,1576433,Employed,No,Married,Yes
12174,Maharashtra,52,Male,SC,Rural,191041,Farmer,No,Married,Yes
12175,Telangana,28,Other,General,Urban,359003,Employed,No,Married,No
12176,Madhya Pradesh,60,Male,OBC,Rural,100819,Farmer,No,Married,Yes
12177,Uttar Pradesh,41,Male,General,Rural,18530,Farmer,No,Married,No
12178,Telangana,22,Male,OBC,Urban,1885750,Employed,No,Married,Yes
12179,Madhya Pradesh,55,Male,OBC,Rural,277972,Employed,No,Widowed,Yes
12180,Telangana,45,Female,General,Urban,1650531,Government Employee,No,Married,No
12181,Maharashtra,22,Female,SC,Rural,956721,Self-employed,No,Married,Yes
12182,Bihar,32,Female,General,Urban,736632,Employed,No,Married,Yes
12183,Telangana,45,Male,ST,Rural,41175,Farmer,No,Married,No
12184,Andhra Pradesh,12,Female,OBC,Urban,15409,Student,No,Unmarried,No
12185,Uttar Pradesh,30,Male,OBC,Rural,19167,Farmer,No,Married,No
12186,Bihar,41,Male,General,Urban,485855,Self-employed,No,Married,No
12187,Madhya Pradesh,46,Other,General,Rural,68394,Farmer,No,Married,No
12188,Maharashtra,25,Male,ST,Rural,336432,Self-employed,No,Married,No
12189,Telangana,58,Other,OBC,Rural,53714,Farmer,No,Married,Yes
12190,Maharashtra,42,Male,ST,Urban,1027790,Employed,Yes,Married,Yes
12191,Bihar,56,Male,OBC,Rural,59449,Farmer,No,Married,No
12192,Rajasthan,51,Male,OBC,Rural,430020,Employed,No,Married,Yes
12193,Rajasthan,64,Male,ST,Rural,50620,Farmer,Yes,Married,No
12194,Rajasthan,35,Female,General,Rural,39911,Farmer,No,Married,No
12195,Andhra Pradesh,31,Other,OBC,Urban,1004617,Employed,No,Unmarried,Yes
12196,Bihar,35,Male,OBC,Rural,353550,Self-employed,No,Widowed,Yes
12197,Telangana,40,Female,SC,Rural,59270,Farmer,No,Married,No
12198,Rajasthan,20,Other,General,Urban,73743,Self-employed,No,Married,No
12199,Maharashtra,32,Female,OBC,Rural,463016,Employed,No,Married,No
12200,Madhya Pradesh,29,Other,General,Urban,559317,Self-employed,No,Married,No
12201,Maharashtra,38,Male,General,Urban,2306724,Employed,No,Unmarried,No
12202,Bihar,58,Other,ST,Rural,50320,Farmer,No,Married,Yes
12203,Maharashtra,44,Female,General,Urban,1343113,Employed,No,Married,No
12204,Maharashtra,56,Other,General,Rural,2387050,Employed,No,Widowed,No
12205,Maharashtra,38,Male,General,Rural,202597,Employed,No,Married,Yes
12206,Madhya Pradesh,50,Other,ST,Urban,97132,Farmer,No,Married,Yes
12207,Rajasthan,65,Male,General,Rural,158865,Farmer,No,Widowed,No
12208,Uttar Pradesh,60,Female,SC,Rural,18170,Farmer,No,Married,No
12209,Andhra Pradesh,39,Other,ST,Rural,52825,Farmer,No,Married,Yes
12210,Telangana,38,Male,ST,Rural,142868,Farmer,No,Married,Yes
12211,Rajasthan,50,Male,SC,Urban,367923,Employed,No,Married,Yes
12212,Madhya Pradesh,55,Other,OBC,Rural,127848,Farmer,No,Married,No
12213,Telangana,35,Female,SC,Rural,59509,Farmer,No,Married,No
12214,Maharashtra,31,Male,General,Rural,716205,Employed,No,Unmarried,No
12215,Telangana,23,Male,OBC,Urban,1669850,Employed,No,Married,No
12216,Madhya Pradesh,63,Male,OBC,Urban,1515172,Employed,No,Married,Yes
12217,Telangana,56,Other,General,Urban,965932,Employed,No,Married,Yes
12218,Maharashtra,29,Male,General,Urban,859100,Government Employee,No,Married,Yes
12219,Rajasthan,33,Female,General,Rural,381668,Self-employed,No,Married,No
12220,Madhya Pradesh,52,Female,General,Urban,1171498,Employed,No,Married,Yes
12221,Uttar Pradesh,20,Other,General,Urban,1457306,Government Employee,No,Married,No
12222,Madhya Pradesh,43,Other,OBC,Urban,1507170,Employed,No,Widowed,No
12223,Rajasthan,38,Male,General,Urban,887699,Government Employee,No,Widowed,Yes
12224,Telangana,63,Other,General,Urban,862180,Government Employee,No,Widowed,Yes
12225,Telangana,68,Other,ST,Rural,181681,Farmer,No,Unmarried,No
12226,Madhya Pradesh,19,Male,OBC,Rural,737295,Self-employed,No,Married,No
12227,Telangana,39,Male,SC,Rural,159169,Farmer,No,Married,No
12228,Madhya Pradesh,66,Female,OBC,Rural,167730,Farmer,No,Married,No
12229,Andhra Pradesh,68,Female,SC,Rural,32826,Farmer,No,Married,Yes
12230,Rajasthan,53,Male,ST,Rural,19118,Farmer,Yes,Married,No
12231,Maharashtra,23,Female,ST,Rural,91036,Farmer,No,Married,No
12232,Uttar Pradesh,20,Male,ST,Rural,11872,Farmer,No,Married,No
12233,Maharashtra,58,Other,General,Urban,347926,Employed,No,Married,No
12234,Rajasthan,61,Male,ST,Rural,16079,Farmer,No,Married,No
12235,Maharashtra,31,Other,ST,Urban,328670,Daily Wage Worker,No,Married,Yes
12236,Maharashtra,41,Female,OBC,Rural,18394,Farmer,No,Married,No
12237,Bihar,38,Other,OBC,Rural,71013,Farmer,No,Married,Yes
12238,Bihar,30,Other,OBC,Rural,24015,Farmer,No,Married,Yes
12239,Andhra Pradesh,44,Other,OBC,Urban,215874,Daily Wage Worker,No,Married,Yes
12240,Uttar Pradesh,37,Female,ST,Rural,54538,Farmer,No,Married,No
12241,Madhya Pradesh,40,Male,OBC,Rural,153599,Self-employed,No,Married,No
12242,Madhya Pradesh,31,Female,SC,Rural,41944,Farmer,Yes,Married,No
12243,Rajasthan,46,Female,General,Rural,644664,Self-employed,No,Married,No
12244,Bihar,30,Other,OBC,Urban,14256,Farmer,No,Widowed,Yes
12245,Uttar Pradesh,49,Male,SC,Rural,35340,Farmer,No,Married,No
12246,Rajasthan,59,Male,OBC,Urban,1263536,Employed,No,Married,Yes
12247,Telangana,51,Other,General,Rural,887834,Employed,No,Married,No
12248,Rajasthan,50,Male,SC,Urban,122365,Daily Wage Worker,No,Married,Yes
12249,Uttar Pradesh,56,Female,General,Rural,38504,Farmer,No,Married,Yes
12250,Uttar Pradesh,64,Male,ST,Urban,200159,Employed,No,Married,No
12251,Bihar,25,Male,General,Urban,806411,Employed,No,Married,No
12252,Bihar,36,Other,SC,Rural,84362,Farmer,Yes,Married,No
12253,Bihar,41,Other,SC,Rural,89507,Farmer,No,Married,No
12254,Maharashtra,34,Female,ST,Rural,39361,Farmer,No,Unmarried,No
12255,Madhya Pradesh,52,Other,General,Rural,917400,Employed,No,Married,No
12256,Maharashtra,65,Female,SC,Rural,83635,Farmer,No,Married,Yes
12257,Bihar,63,Female,SC,Rural,111106,Farmer,No,Married,Yes
12258,Bihar,62,Female,OBC,Rural,26775,Farmer,No,Married,No
12259,Bihar,20,Female,OBC,Urban,211314,Self-employed,No,Married,Yes
12260,Uttar Pradesh,25,Other,General,Rural,52804,Farmer,No,Married,Yes
12261,Maharashtra,22,Female,ST,Urban,726153,Self-employed,No,Married,Yes
12262,Andhra Pradesh,20,Male,ST,Rural,268300,Employed,No,Married,No
12263,Maharashtra,30,Female,ST,Rural,177368,Daily Wage Worker,No,Widowed,Yes
12264,Madhya Pradesh,27,Male,General,Rural,162645,Farmer,No,Married,Yes
12265,Madhya Pradesh,55,Male,OBC,Urban,100144,Farmer,No,Married,No
12266,Maharashtra,57,Female,General,Urban,1917436,Employed,No,Married,Yes
12267,Andhra Pradesh,68,Other,OBC,Rural,57368,Farmer,No,Married,Yes
12268,Uttar Pradesh,47,Other,General,Rural,481135,Government Employee,No,Married,Yes
12269,Bihar,60,Female,OBC,Rural,75316,Farmer,No,Married,Yes
12270,Andhra Pradesh,19,Other,ST,Rural,146507,Farmer,No,Married,No
12271,Rajasthan,54,Other,OBC,Rural,163311,Farmer,No,Married,No
12272,Rajasthan,40,Male,OBC,Rural,9070,Farmer,No,Married,Yes
12273,Madhya Pradesh,55,Female,OBC,Rural,126880,Farmer,No,Married,Yes
12274,Telangana,32,Male,ST,Urban,57846,Farmer,No,Married,No
12275,Rajasthan,52,Female,OBC,Rural,169726,Farmer,No,Married,Yes
12276,Maharashtra,31,Female,SC,Urban,2067294,Government Employee,No,Married,Yes
12277,Uttar Pradesh,53,Female,General,Rural,95322,Farmer,No,Widowed,No
12278,Maharashtra,36,Other,ST,Urban,1457005,Government Employee,No,Widowed,No
12279,Uttar Pradesh,55,Other,ST,Rural,21282,Farmer,Yes,Married,Yes
12280,Telangana,28,Other,ST,Rural,859481,Employed,No,Married,No
12281,Bihar,68,Male,OBC,Rural,22507,Farmer,No,Married,Yes
12282,Telangana,70,Male,SC,Rural,165129,Farmer,No,Married,Yes
12283,Maharashtra,43,Male,ST,Rural,131064,Farmer,No,Unmarried,No
12284,Bihar,42,Male,ST,Rural,98833,Farmer,No,Married,Yes
12285,Maharashtra,21,Other,SC,Rural,41083,Farmer,No,Unmarried,No
12286,Telangana,60,Male,SC,Rural,155932,Farmer,Yes,Married,No
12287,Maharashtra,68,Other,ST,Rural,194287,Farmer,No,Married,No
12288,Andhra Pradesh,49,Other,General,Rural,166112,Farmer,No,Married,Yes
12289,Telangana,51,Male,SC,Urban,889271,Government Employee,No,Married,Yes
12290,Uttar Pradesh,28,Male,SC,Rural,93648,Farmer,No,Married,No
12291,Bihar,42,Male,OBC,Rural,1363285,Employed,No,Married,Yes
12292,Bihar,35,Other,SC,Urban,811162,Employed,No,Married,No
12293,Madhya Pradesh,54,Female,General,Rural,113554,Farmer,No,Married,Yes
12294,Uttar Pradesh,51,Other,OBC,Rural,93946,Farmer,No,Married,No
12295,Bihar,59,Male,General,Rural,38660,Farmer,No,Married,No
12296,Madhya Pradesh,66,Female,SC,Rural,106708,Farmer,No,Married,No
12297,Telangana,38,Male,OBC,Urban,1176011,Employed,No,Married,No
12298,Uttar Pradesh,22,Male,General,Urban,1256945,Employed,No,Married,Yes
12299,Rajasthan,64,Male,ST,Rural,74061,Farmer,No,Married,No
12300,Bihar,63,Female,ST,Urban,90694,Employed,No,Married,No
12301,Andhra Pradesh,36,Male,SC,Urban,1404775,Government Employee,No,Married,No
12302,Bihar,51,Other,OBC,Rural,20048,Farmer,No,Unmarried,Yes
12303,Madhya Pradesh,68,Other,ST,Rural,139755,Farmer,No,Widowed,Yes
12304,Maharashtra,33,Male,ST,Rural,172984,Farmer,Yes,Married,Yes
12305,Bihar,66,Other,ST,Rural,106640,Farmer,No,Married,No
12306,Telangana,49,Male,General,Rural,94275,Farmer,No,Widowed,Yes
12307,Bihar,42,Male,ST,Rural,40867,Farmer,No,Married,Yes
12308,Telangana,14,Female,ST,Urban,45795,Student,No,Unmarried,Yes
12309,Telangana,26,Other,SC,Urban,288532,Daily Wage Worker,No,Married,Yes
12310,Andhra Pradesh,62,Male,SC,Rural,117083,Farmer,Yes,Married,No
12311,Bihar,60,Other,OBC,Rural,83580,Farmer,No,Married,Yes
12312,Rajasthan,59,Male,General,Urban,948067,Employed,No,Married,Yes
12313,Maharashtra,41,Other,General,Urban,781636,Employed,No,Married,Yes
12314,Maharashtra,39,Female,General,Urban,2338842,Employed,No,Married,Yes
12315,Telangana,37,Male,SC,Rural,148749,Farmer,No,Widowed,Yes
12316,Madhya Pradesh,69,Male,ST,Rural,51351,Farmer,Yes,Married,No
12317,Telangana,39,Other,OBC,Urban,126457,Self-employed,No,Married,No
12318,Rajasthan,11,Male,General,Urban,22141,Student,No,Unmarried,No
12319,Bihar,52,Male,SC,Rural,93349,Farmer,Yes,Married,Yes
12320,Madhya Pradesh,28,Male,OBC,Rural,153809,Farmer,No,Married,Yes
12321,Telangana,46,Female,OBC,Urban,125651,Self-employed,No,Widowed,No
12322,Uttar Pradesh,53,Male,ST,Rural,75196,Farmer,Yes,Married,Yes
12323,Rajasthan,40,Other,SC,Rural,9989,Farmer,Yes,Unmarried,Yes
12324,Telangana,48,Female,SC,Urban,566100,Employed,No,Married,Yes
12325,Rajasthan,59,Female,SC,Rural,125132,Farmer,No,Married,Yes
12326,Andhra Pradesh,32,Male,ST,Rural,45198,Farmer,No,Married,No
12327,Andhra Pradesh,50,Other,SC,Rural,76098,Farmer,No,Married,Yes
12328,Andhra Pradesh,33,Male,SC,Rural,55044,Farmer,Yes,Married,No
12329,Maharashtra,19,Other,SC,Rural,71097,Farmer,No,Married,No
12330,Andhra Pradesh,62,Other,ST,Rural,37337,Farmer,No,Married,Yes
12331,Andhra Pradesh,30,Female,ST,Rural,1174901,Government Employee,No,Widowed,Yes
12332,Uttar Pradesh,53,Other,OBC,Rural,118325,Farmer,No,Married,No
12333,Andhra Pradesh,59,Male,SC,Rural,104492,Farmer,Yes,Married,Yes
12334,Maharashtra,38,Male,SC,Urban,1638902,Employed,Yes,Married,No
12335,Madhya Pradesh,40,Other,SC,Rural,87280,Farmer,No,Married,No
12336,Bihar,29,Male,SC,Rural,98305,Farmer,No,Married,Yes
12337,Maharashtra,30,Male,ST,Urban,1893121,Employed,No,Widowed,Yes
12338,Telangana,27,Other,ST,Rural,154312,Employed,No,Married,Yes
12339,Uttar Pradesh,31,Male,General,Urban,572720,Employed,No,Married,Yes
12340,Telangana,23,Other,OBC,Urban,1813506,Government Employee,No,Married,No
12341,Rajasthan,58,Male,SC,Rural,61382,Farmer,No,Married,No
12342,Bihar,60,Male,OBC,Rural,85046,Farmer,No,Married,No
12343,Maharashtra,19,Male,SC,Urban,646130,Self-employed,Yes,Married,Yes
12344,Bihar,40,Female,OBC,Rural,52460,Farmer,No,Married,Yes
12345,Uttar Pradesh,58,Male,OBC,Rural,324460,Self-employed,No,Married,No
12346,Maharashtra,12,Other,OBC,Rural,49417,Student,No,Unmarried,No
12347,Andhra Pradesh,34,Other,ST,Urban,1438105,Employed,No,Married,Yes
12348,Madhya Pradesh,30,Other,SC,Rural,62673,Farmer,No,Widowed,Yes
12349,Telangana,56,Male,ST,Rural,86242,Farmer,No,Married,No
12350,Rajasthan,38,Male,SC,Rural,157590,Farmer,No,Unmarried,No
12351,Telangana,50,Female,SC,Urban,129558,Employed,Yes,Married,No
12352,Uttar Pradesh,64,Male,General,Urban,932868,Employed,No,Married,Yes
12353,Madhya Pradesh,30,Other,SC,Rural,634669,Employed,No,Widowed,No
12354,Rajasthan,35,Male,OBC,Rural,38412,Farmer,No,Married,No
12355,Bihar,34,Other,General,Urban,1137756,Employed,No,Married,No
12356,Telangana,52,Female,SC,Rural,1882428,Employed,No,Widowed,No
12357,Bihar,44,Other,OBC,Rural,110635,Farmer,No,Married,No
12358,Bihar,64,Male,OBC,Rural,116496,Farmer,No,Married,No
12359,Andhra Pradesh,46,Female,SC,Rural,120415,Farmer,Yes,Unmarried,No
12360,Madhya Pradesh,53,Male,General,Rural,202498,Self-employed,No,Married,No
12361,Uttar Pradesh,56,Male,General,Urban,435815,Self-employed,No,Married,Yes
12362,Rajasthan,39,Male,ST,Rural,16017,Farmer,No,Married,Yes
12363,Bihar,67,Other,OBC,Rural,123488,Farmer,No,Married,No
12364,Bihar,52,Male,SC,Urban,520620,Self-employed,Yes,Married,No
12365,Andhra Pradesh,55,Male,OBC,Rural,23022,Farmer,No,Married,Yes
12366,Maharashtra,57,Female,SC,Rural,181575,Daily Wage Worker,No,Married,Yes
12367,Uttar Pradesh,40,Other,SC,Rural,26132,Farmer,No,Married,Yes
12368,Madhya Pradesh,21,Other,OBC,Urban,828085,Employed,No,Married,Yes
12369,Andhra Pradesh,41,Other,OBC,Urban,868615,Employed,No,Married,No
12370,Andhra Pradesh,28,Other,General,Urban,801238,Employed,No,Married,Yes
12371,Bihar,42,Male,General,Urban,850349,Employed,No,Married,Yes
12372,Rajasthan,40,Male,ST,Urban,180690,Employed,No,Married,No
12373,Telangana,23,Male,General,Rural,1165127,Employed,No,Married,Yes
12374,Madhya Pradesh,52,Female,OBC,Urban,236679,Daily Wage Worker,No,Widowed,Yes
12375,Maharashtra,54,Female,ST,Rural,66553,Farmer,No,Married,Yes
12376,Andhra Pradesh,21,Male,General,Urban,984695,Employed,No,Unmarried,Yes
12377,Madhya Pradesh,39,Other,General,Urban,66209,Self-employed,No,Married,Yes
12378,Telangana,60,Female,ST,Rural,8850,Farmer,No,Widowed,No
12379,Rajasthan,56,Male,SC,Rural,20810,Farmer,No,Married,Yes
12380,Rajasthan,30,Female,SC,Rural,3449,Farmer,No,Widowed,Yes
12381,Bihar,24,Other,General,Urban,19907,Student,No,Unmarried,No
12382,Andhra Pradesh,43,Other,SC,Rural,134598,Farmer,No,Married,No
12383,Maharashtra,70,Female,SC,Rural,51222,Farmer,No,Married,Yes
12384,Telangana,38,Female,SC,Rural,83378,Farmer,No,Married,No
12385,Madhya Pradesh,19,Other,OBC,Urban,945381,Employed,No,Married,No
12386,Telangana,34,Male,SC,Rural,56559,Daily Wage Worker,No,Unmarried,Yes
12387,Madhya Pradesh,24,Other,OBC,Rural,18504,Student,No,Unmarried,Yes
12388,Madhya Pradesh,41,Male,SC,Rural,76399,Farmer,No,Married,Yes
12389,Bihar,54,Female,General,Urban,495655,Employed,No,Married,Yes
12390,Andhra Pradesh,27,Male,General,Urban,1769848,Employed,No,Married,No
12391,Andhra Pradesh,30,Female,General,Rural,616728,Self-employed,No,Widowed,Yes
12392,Maharashtra,26,Other,SC,Rural,73746,Farmer,No,Married,Yes
12393,Andhra Pradesh,26,Female,OBC,Urban,1048833,Employed,No,Married,Yes
12394,Bihar,21,Female,ST,Rural,35247,Farmer,No,Married,Yes
12395,Rajasthan,54,Male,SC,Urban,47499,Farmer,Yes,Married,Yes
12396,Telangana,31,Other,OBC,Urban,1802146,Government Employee,No,Married,Yes
12397,Maharashtra,56,Female,General,Urban,2311182,Employed,No,Unmarried,No
12398,Andhra Pradesh,49,Male,General,Urban,654799,Employed,No,Married,No
12399,Maharashtra,18,Female,SC,Urban,317139,Daily Wage Worker,No,Married,No
12400,Maharashtra,38,Female,SC,Rural,626833,Employed,Yes,Married,Yes
12401,Uttar Pradesh,46,Male,OBC,Urban,485531,Self-employed,No,Widowed,No
